state_t8,action_t8,new_state_t8,cost_t8,new_state_val_opt_t8,total_cost_opt_t8,state_t9,action_t9,new_state_t9,cost_t9,new_state_val_cost_t9,total_cost_t9,state_t10,action_t10,new_state_t10,cost_t10,new_state_val_cost_t10,total_cost_t10,state_t11,action_t11,new_state_t11,cost_t11,new_state_val_cost_t11,total_cost_t11,state_t12,action_t12,new_state_t12,cost_t12,new_state_val_cost_t12,total_cost_t12,state_t13,action_t13,new_state_t13,cost_t13,new_state_val_cost_t13,total_cost_t13,state_t14,action_t14,new_state_t14,cost_t14,new_state_val_cost_t14,total_cost_t14,state_t15,action_t15,new_state_t15,cost_t15,new_state_val_cost_t15,total_cost_t15,state_t16,action_t16,new_state_t16,cost_t16,new_state_val_cost_t16,total_cost_t16,state_t17,action_t17,new_state_t17,cost_t17,new_state_val_cost_t17,total_cost_t17,state_t18,action_t18,new_state_t18,cost_t18,new_state_val_cost_t18,total_cost_t18,state_t19,action_t19,new_state_t19,cost_t19,new_state_val_cost_t19,total_cost_t19
"[5, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 15]",-578,-1177.120171,-1755.120171,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 15]",0,-1177.120171,-1177.120171,"[5, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 20, 15]",0,-1177.120171,-1177.120171,"[5, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 10]",-578,-599.1201713,-1177.120171,"[5, 15, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 10, 0]",-661.8319828,62.71181148,-599.1201713,"[5, 15, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 15, 5]",205.463141,-1671.288189,-1465.825048,"[10, 20, 15]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 10]",-867,876.988964,9.988964018,"[5, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 10]",-289,-568.011036,-857.011036,"[0, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 15]",0,-568.011036,-568.011036,"[5, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 20, 15]",0,-578,-578,"[5, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 20, 10]",-289,-289,-578,"[5, 20, 10]","[(0, 1), (0, 0), (0, 0)]","[0, 20, 10]",-289,0,-289
"[5, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 20]",-578,-2910.825048,-3488.825048,"[5, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 20]",0,-2910.825048,-2910.825048,"[5, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 20, 20]",0,-2910.825048,-2910.825048,"[5, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 15]",-578,-2332.825048,-2910.825048,"[5, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 5]",-867,-1465.825048,-2332.825048,"[5, 15, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 15, 10]",205.463141,-1724.011036,-1518.547895,"[10, 20, 20]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 15]",-867,876.988964,9.988964018,"[5, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 15]",-289,-568.011036,-857.011036,"[0, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 20]",0,-568.011036,-568.011036,"[5, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 20, 20]",0,-578,-578,"[5, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 20, 15]",-289,-289,-578,"[5, 20, 15]","[(0, 1), (0, 0), (0, 0)]","[0, 20, 15]",-289,0,-289
"[10, 0, 0]","[(0, 1), (0, 0), (0, 1)]","[10, 0, 0]",2890,-1274.007168,1615.992832,"[10, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 0, 5]",0.938126589,-1274.945294,-1274.007168,"[10, 0, 5]","[(0, 1), (10, 0), (10, 0)]","[10, 10, 15]",4.758885758,-1279.70418,-1274.945294,"[20, 10, 10]","[(0, 0), (0, 1), (0, 1)]","[20, 5, 5]",-578,919.7228475,341.7228475,"[10, 5, 10]","[(5, 0), (0, 1), (0, 1)]","[15, 0, 0]",-764.4159914,62.71181148,-701.7041799,"[10, 0, 5]","[(5, 0), (0, 1), (0, 1)]","[15, 0, 5]",102.7315705,-1671.288189,-1568.556618,"[15, 0, 0]","[(0, 1), (0, 1), (0, 0)]","[5, 0, 0]",867,-804.2881885,62.71181148,"[0, 10, 10]","[(0, 0), (0, 1), (0, 1)]","[0, 10, 10]",1445,-568.011036,876.988964,"[5, 0, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",0,-525.2771525,-525.2771525,"[10, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 0, 5]",52.72284747,-578,-525.2771525,"[10, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 0]",-289,-289,-578,"[10, 0, 0]","[(0, 1), (0, 0), (0, 0)]","[5, 0, 0]",-289,0,-289
"[10, 0, 5]","[(0, 1), (0, 0), (0, 1)]","[10, 0, 5]",2890,-1274.945294,1615.054706,"[10, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 5]",0,-1274.945294,-1274.945294,"[10, 0, 5]","[(0, 1), (10, 0), (10, 0)]","[10, 10, 15]",4.758885758,-1279.70418,-1274.945294,"[10, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 10]",-578,-701.7041799,-1279.70418,"[10, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 5, 5]",2703.584009,-1568.556618,1135.027391,"[10, 0, 5]","[(5, 0), (0, 1), (0, 1)]","[15, 0, 5]",102.7315705,-1671.288189,-1568.556618,"[15, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",-867,-804.2881885,-1671.288189,"[0, 10, 0]","[(0, 0), (0, 1), (0, 1)]","[0, 10, 0]",1445,-515.2881885,929.7118115,"[5, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",0,-578,-578,"[10, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 5]",0,-578,-578,"[10, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 0]",-289,-289,-578,"[10, 0, 0]","[(0, 1), (0, 0), (0, 0)]","[5, 0, 0]",-289,0,-289
"[10, 0, 10]","[(0, 1), (0, 0), (0, 1)]","[10, 0, 10]",2890,-1276.135016,1613.864984,"[10, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 10]",0,-1276.135016,-1276.135016,"[10, 0, 10]","[(0, 1), (10, 0), (5, 0)]","[10, 10, 15]",3.569164318,-1279.70418,-1276.135016,"[10, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 10]",-578,-701.7041799,-1279.70418,"[20, 10, 5]","[(0, 1), (0, 1), (0, 0)]","[20, 5, 5]",2601,-1681.277153,919.7228475,"[15, 0, 0]","[(0, 0), (0, 0), (0, 0)]","[15, 0, 0]",0,62.71181148,62.71181148,"[15, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",-867,-857.011036,-1724.011036,"[0, 10, 5]","[(0, 0), (0, 1), (0, 1)]","[0, 10, 5]",1445,-568.011036,876.988964,"[5, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 10]",0,-578,-578,"[10, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 10]",0,-578,-578,"[10, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 5]",-289,-289,-578,"[10, 0, 5]","[(0, 1), (0, 0), (0, 0)]","[5, 0, 5]",-289,0,-289
"[10, 0, 15]","[(0, 1), (0, 0), (0, 1)]","[10, 0, 15]",2890,-1277.324737,1612.675263,"[10, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 15]",0,-1277.324737,-1277.324737,"[10, 0, 15]","[(0, 1), (10, 0), (0, 1)]","[10, 10, 15]",2.379442879,-1279.70418,-1277.324737,"[10, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 10]",-578,-701.7041799,-1279.70418,"[10, 5, 10]","[(5, 0), (0, 1), (0, 1)]","[15, 0, 0]",-764.4159914,62.71181148,-701.7041799,"[10, 0, 5]","[(5, 0), (0, 1), (0, 1)]","[15, 0, 5]",102.7315705,-1671.288189,-1568.556618,"[15, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 10]",-867,-857.011036,-1724.011036,"[0, 10, 10]","[(0, 0), (0, 1), (0, 1)]","[0, 10, 10]",1445,-568.011036,876.988964,"[5, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 15]",0,-578,-578,"[10, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 15]",0,-578,-578,"[10, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 10]",-289,-289,-578,"[10, 0, 10]","[(0, 1), (0, 0), (0, 0)]","[5, 0, 10]",-289,0,-289
"[10, 0, 20]","[(0, 1), (0, 0), (0, 1)]","[10, 0, 20]",2890,-1278.366897,1611.633103,"[10, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 20]",0,-1278.366897,-1278.366897,"[10, 0, 20]","[(0, 1), (5, 0), (0, 1)]","[10, 5, 20]",1.189721439,-1279.556618,-1278.366897,"[10, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 15]",-578,-701.556618,-1279.556618,"[10, 0, 15]","[(0, 1), (0, 0), (0, 1)]","[10, 0, 5]",867,-1568.556618,-701.556618,"[10, 0, 10]","[(5, 0), (0, 1), (0, 1)]","[15, 0, 10]",102.7315705,-1724.011036,-1621.279465,"[15, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 15]",-867,-857.011036,-1724.011036,"[0, 10, 15]","[(0, 0), (0, 1), (0, 1)]","[0, 10, 15]",1445,-568.011036,876.988964,"[5, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 20]",0,-578,-578,"[10, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 20]",0,-578,-578,"[10, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 15]",-289,-289,-578,"[10, 0, 15]","[(0, 1), (0, 0), (0, 0)]","[5, 0, 15]",-289,0,-289
"[10, 5, 0]","[(0, 1), (0, 0), (0, 1)]","[10, 5, 0]",2890,-1275.196889,1614.803111,"[10, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 5, 5]",0.938126589,-1276.135016,-1275.196889,"[10, 5, 5]","[(0, 1), (5, 0), (10, 0)]","[10, 10, 15]",3.569164318,-1279.70418,-1276.135016,"[20, 15, 10]","[(0, 0), (0, 1), (0, 1)]","[20, 10, 5]",-578,919.7228475,341.7228475,"[20, 0, 10]","[(0, 0), (0, 0), (0, 1)]","[20, 0, 0]",867,52.72284747,919.7228475,"[10, 0, 5]","[(5, 0), (0, 1), (0, 1)]","[15, 0, 5]",102.7315705,-1671.288189,-1568.556618,"[15, 5, 0]","[(0, 1), (0, 1), (0, 0)]","[5, 5, 0]",867,-804.2881885,62.71181148,"[0, 15, 10]","[(0, 0), (0, 1), (0, 1)]","[0, 15, 10]",1445,-568.011036,876.988964,"[5, 5, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",0,-525.2771525,-525.2771525,"[10, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 5, 5]",52.72284747,-578,-525.2771525,"[10, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 0]",-289,-289,-578,"[10, 5, 0]","[(0, 1), (0, 0), (0, 0)]","[5, 5, 0]",-289,0,-289
"[10, 5, 5]","[(0, 1), (0, 0), (0, 1)]","[10, 5, 5]",2890,-1276.135016,1613.864984,"[10, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 5]",0,-1276.135016,-1276.135016,"[10, 5, 5]","[(0, 1), (5, 0), (10, 0)]","[10, 10, 15]",3.569164318,-1279.70418,-1276.135016,"[10, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 10]",-578,-701.7041799,-1279.70418,"[10, 0, 15]","[(0, 1), (0, 0), (0, 1)]","[10, 0, 5]",867,-1568.556618,-701.556618,"[10, 0, 5]","[(5, 0), (0, 1), (0, 1)]","[15, 0, 5]",102.7315705,-1671.288189,-1568.556618,"[15, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",-867,-804.2881885,-1671.288189,"[0, 15, 0]","[(0, 0), (0, 1), (0, 1)]","[0, 15, 0]",1445,-515.2881885,929.7118115,"[5, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 5]",0,-578,-578,"[10, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 5]",0,-578,-578,"[10, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 0]",-289,-289,-578,"[10, 5, 0]","[(0, 1), (0, 0), (0, 0)]","[5, 5, 0]",-289,0,-289
"[10, 5, 10]","[(0, 1), (0, 0), (0, 1)]","[10, 5, 10]",2890,-1277.324737,1612.675263,"[10, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 10]",0,-1277.324737,-1277.324737,"[10, 5, 10]","[(0, 1), (5, 0), (5, 0)]","[10, 10, 15]",2.379442879,-1279.70418,-1277.324737,"[10, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 10]",-578,-701.7041799,-1279.70418,"[10, 0, 15]","[(0, 1), (0, 0), (0, 1)]","[10, 0, 5]",867,-1568.556618,-701.556618,"[15, 0, 0]","[(0, 0), (0, 0), (0, 0)]","[15, 0, 0]",0,62.71181148,62.71181148,"[15, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 5]",-867,-857.011036,-1724.011036,"[0, 15, 5]","[(0, 0), (0, 1), (0, 1)]","[0, 15, 5]",1445,-568.011036,876.988964,"[5, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",0,-578,-578,"[10, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 10]",0,-578,-578,"[10, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 5]",-289,-289,-578,"[10, 5, 5]","[(0, 1), (0, 0), (0, 0)]","[5, 5, 5]",-289,0,-289
"[10, 5, 15]","[(0, 1), (0, 0), (0, 1)]","[10, 5, 15]",2890,-1278.514458,1611.485542,"[10, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 15]",0,-1278.514458,-1278.514458,"[10, 5, 15]","[(0, 1), (5, 0), (0, 1)]","[10, 10, 15]",1.189721439,-1279.70418,-1278.514458,"[10, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 10]",-578,-701.7041799,-1279.70418,"[20, 0, 10]","[(0, 0), (0, 0), (0, 1)]","[20, 0, 0]",867,52.72284747,919.7228475,"[10, 0, 5]","[(5, 0), (0, 1), (0, 1)]","[15, 0, 5]",102.7315705,-1671.288189,-1568.556618,"[15, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-867,-857.011036,-1724.011036,"[0, 15, 10]","[(0, 0), (0, 1), (0, 1)]","[0, 15, 10]",1445,-568.011036,876.988964,"[5, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 15]",0,-578,-578,"[10, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 15]",0,-578,-578,"[10, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 10]",-289,-289,-578,"[10, 5, 10]","[(0, 1), (0, 0), (0, 0)]","[5, 5, 10]",-289,0,-289
"[10, 5, 20]","[(0, 1), (0, 0), (0, 1)]","[10, 5, 20]",2890,-1279.556618,1610.443382,"[10, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 20]",0,-1279.556618,-1279.556618,"[10, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 20]",0,-1279.556618,-1279.556618,"[10, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 15]",-578,-701.556618,-1279.556618,"[10, 0, 15]","[(0, 1), (0, 0), (0, 1)]","[10, 0, 5]",867,-1568.556618,-701.556618,"[10, 0, 10]","[(5, 0), (0, 1), (0, 1)]","[15, 0, 10]",102.7315705,-1724.011036,-1621.279465,"[15, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 15]",-867,-857.011036,-1724.011036,"[0, 15, 15]","[(0, 0), (0, 1), (0, 1)]","[0, 15, 15]",1445,-568.011036,876.988964,"[5, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 20]",0,-578,-578,"[10, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 20]",0,-578,-578,"[10, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 15]",-289,-289,-578,"[10, 5, 15]","[(0, 1), (0, 0), (0, 0)]","[5, 5, 15]",-289,0,-289
"[10, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 0]",-578,-1274.007168,-1852.007168,"[10, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 0, 5]",0.938126589,-1274.945294,-1274.007168,"[10, 10, 5]","[(0, 1), (0, 1), (10, 0)]","[10, 10, 15]",2.379442879,-1279.70418,-1277.324737,"[20, 20, 10]","[(0, 0), (0, 1), (0, 1)]","[20, 15, 5]",-578,919.7228475,341.7228475,"[10, 5, 10]","[(5, 0), (0, 1), (0, 1)]","[15, 0, 0]",-764.4159914,62.71181148,-701.7041799,"[10, 5, 5]","[(5, 0), (0, 1), (0, 1)]","[15, 5, 5]",102.7315705,-1671.288189,-1568.556618,"[15, 10, 0]","[(0, 1), (0, 1), (0, 0)]","[5, 10, 0]",867,-804.2881885,62.71181148,"[0, 20, 10]","[(0, 0), (0, 1), (0, 1)]","[0, 20, 10]",1445,-568.011036,876.988964,"[5, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 0]",0,-525.2771525,-525.2771525,"[10, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 10, 5]",52.72284747,-578,-525.2771525,"[10, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 0]",-289,-289,-578,"[10, 10, 0]","[(0, 1), (0, 0), (0, 0)]","[5, 10, 0]",-289,0,-289
"[10, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 5]",-578,-1274.945294,-1852.945294,"[10, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 5]",0,-1274.945294,-1274.945294,"[10, 10, 5]","[(0, 1), (0, 1), (10, 0)]","[10, 10, 15]",2.379442879,-1279.70418,-1277.324737,"[10, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 10]",-578,-701.7041799,-1279.70418,"[10, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 0, 5]",2703.584009,-1568.556618,1135.027391,"[10, 5, 5]","[(5, 0), (0, 1), (0, 1)]","[15, 5, 5]",102.7315705,-1671.288189,-1568.556618,"[15, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 0]",-867,-804.2881885,-1671.288189,"[0, 20, 0]","[(0, 0), (0, 1), (0, 1)]","[0, 20, 0]",1445,-515.2881885,929.7118115,"[5, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 5]",0,-578,-578,"[10, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 5]",0,-578,-578,"[10, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 0]",-289,-289,-578,"[10, 10, 0]","[(0, 1), (0, 0), (0, 0)]","[5, 10, 0]",-289,0,-289
"[10, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 10]",-578,-1276.135016,-1854.135016,"[10, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 10]",0,-1276.135016,-1276.135016,"[10, 10, 10]","[(0, 1), (0, 1), (5, 0)]","[10, 10, 15]",1.189721439,-1279.70418,-1278.514458,"[10, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 10]",-578,-701.7041799,-1279.70418,"[20, 5, 5]","[(0, 1), (0, 1), (0, 0)]","[20, 0, 5]",2601,-1681.277153,919.7228475,"[15, 5, 0]","[(0, 0), (0, 0), (0, 0)]","[15, 5, 0]",0,62.71181148,62.71181148,"[15, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 5]",-867,-857.011036,-1724.011036,"[0, 20, 5]","[(0, 0), (0, 1), (0, 1)]","[0, 20, 5]",1445,-568.011036,876.988964,"[5, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 10]",0,-578,-578,"[10, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 10]",0,-578,-578,"[10, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 5]",-289,-289,-578,"[10, 10, 5]","[(0, 1), (0, 0), (0, 0)]","[5, 10, 5]",-289,0,-289
"[10, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 15]",-578,-1277.324737,-1855.324737,"[10, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 15]",0,-1277.324737,-1277.324737,"[10, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 15]",0,-1279.70418,-1279.70418,"[10, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 10]",-578,-701.7041799,-1279.70418,"[10, 5, 10]","[(5, 0), (0, 1), (0, 1)]","[15, 0, 0]",-764.4159914,62.71181148,-701.7041799,"[10, 5, 5]","[(5, 0), (0, 1), (0, 1)]","[15, 5, 5]",102.7315705,-1671.288189,-1568.556618,"[15, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 10]",-867,-857.011036,-1724.011036,"[0, 20, 10]","[(0, 0), (0, 1), (0, 1)]","[0, 20, 10]",1445,-568.011036,876.988964,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 15]",0,-578,-578,"[10, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 15]",0,-578,-578,"[10, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 10]",-289,-289,-578,"[10, 10, 10]","[(0, 1), (0, 0), (0, 0)]","[5, 10, 10]",-289,0,-289
"[10, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 20]",-578,-1278.366897,-1856.366897,"[10, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 20]",0,-1278.366897,-1278.366897,"[10, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 20]",0,-3013.556618,-3013.556618,"[10, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 15]",-578,-2435.556618,-3013.556618,"[10, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 5]",-867,-1568.556618,-2435.556618,"[10, 5, 10]","[(5, 0), (0, 1), (0, 1)]","[15, 5, 10]",102.7315705,-1724.011036,-1621.279465,"[15, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 15]",-867,-857.011036,-1724.011036,"[0, 20, 15]","[(0, 0), (0, 1), (0, 1)]","[0, 20, 15]",1445,-568.011036,876.988964,"[5, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 20]",0,-578,-578,"[10, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 20]",0,-578,-578,"[10, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 15]",-289,-289,-578,"[10, 10, 15]","[(0, 1), (0, 0), (0, 0)]","[5, 10, 15]",-289,0,-289
"[10, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 0]",-578,-1275.196889,-1853.196889,"[10, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 5, 5]",0.938126589,-1276.135016,-1275.196889,"[10, 15, 5]","[(0, 1), (0, 1), (10, 0)]","[10, 15, 15]",2.379442879,-1279.70418,-1277.324737,"[20, 20, 10]","[(0, 0), (0, 1), (0, 1)]","[20, 15, 5]",-578,919.7228475,341.7228475,"[10, 10, 10]","[(5, 0), (0, 1), (0, 1)]","[15, 5, 0]",-764.4159914,62.71181148,-701.7041799,"[10, 10, 5]","[(5, 0), (0, 1), (0, 1)]","[15, 10, 5]",102.7315705,-1671.288189,-1568.556618,"[15, 15, 0]","[(0, 1), (0, 1), (0, 0)]","[5, 15, 0]",867,-804.2881885,62.71181148,"[0, 20, 10]","[(0, 0), (0, 1), (0, 1)]","[0, 20, 10]",1445,-568.011036,876.988964,"[5, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 0]",0,-525.2771525,-525.2771525,"[10, 15, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 15, 5]",52.72284747,-578,-525.2771525,"[10, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 15, 0]",-289,-289,-578,"[10, 15, 0]","[(0, 1), (0, 0), (0, 0)]","[5, 15, 0]",-289,0,-289
"[10, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 5]",-578,-1276.135016,-1854.135016,"[10, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 5]",0,-1276.135016,-1276.135016,"[10, 15, 5]","[(0, 1), (0, 1), (10, 0)]","[10, 15, 15]",2.379442879,-1279.70418,-1277.324737,"[10, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 10]",-578,-701.7041799,-1279.70418,"[10, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 5, 5]",2703.584009,-1568.556618,1135.027391,"[10, 10, 5]","[(5, 0), (0, 1), (0, 1)]","[15, 10, 5]",102.7315705,-1671.288189,-1568.556618,"[15, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 0]",-867,-804.2881885,-1671.288189,"[0, 20, 0]","[(0, 0), (0, 1), (0, 1)]","[0, 20, 0]",1445,-515.2881885,929.7118115,"[5, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 5]",0,-578,-578,"[10, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 15, 5]",0,-578,-578,"[10, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 15, 0]",-289,-289,-578,"[10, 15, 0]","[(0, 1), (0, 0), (0, 0)]","[5, 15, 0]",-289,0,-289
