E_given,P_C,Trip,obj
"[50, 80, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 80, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 80, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 80, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 90, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[50, 90, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 90, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 90, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 90, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 90, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 90, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 90, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 90, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 90, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 90, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 100, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[50, 100, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 100, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 100, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 100, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 100, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 100, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 100, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 100, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 100, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 100, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 0, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 0.0 0.0],4000.0
"[60, 0, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[60, 0, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[60, 0, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[60, 0, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[60, 0, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[60, 0, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[60, 0, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[60, 0, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[60, 0, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[60, 0, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[60, 10, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[60, 10, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 10, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 10, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 10, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 10, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 10, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 10, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 10, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 10, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 10, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 20, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[60, 20, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 20, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 20, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 20, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 20, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 20, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 20, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 20, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 20, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 20, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 30, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[60, 30, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 30, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 30, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 30, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 30, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 30, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 30, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 30, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 30, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 30, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 40, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[60, 40, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 40, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 40, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 40, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 40, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 40, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 40, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 40, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 40, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 40, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 50, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[60, 50, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 50, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 50, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 50, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 50, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 50, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 50, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 50, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 50, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 50, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 60, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[60, 60, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 60, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 60, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 60, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 60, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 60, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 60, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 60, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 60, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 60, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 70, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[60, 70, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 70, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 70, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 70, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 70, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 70, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 70, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 70, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 70, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 70, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 80, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[60, 80, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 80, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 80, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 80, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 80, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 80, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 80, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 80, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 80, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 80, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 90, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[60, 90, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 90, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 90, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 90, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 90, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 90, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 90, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 90, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 90, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 90, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 100, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[60, 100, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 100, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 100, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 100, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 100, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 100, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 100, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 100, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 100, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[60, 100, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 0, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 0.0 0.0],4000.0
"[70, 0, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[70, 0, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[70, 0, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[70, 0, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[70, 0, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[70, 0, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[70, 0, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[70, 0, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[70, 0, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[70, 0, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[70, 10, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[70, 10, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 10, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 10, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 10, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 10, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 10, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 10, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 10, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 10, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 10, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 20, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[70, 20, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 20, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 20, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 20, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 20, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 20, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 20, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 20, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 20, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 20, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 30, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[70, 30, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 30, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 30, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 30, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 30, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 30, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 30, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 30, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 30, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 30, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 40, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[70, 40, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 40, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 40, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 40, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 40, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 40, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 40, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 40, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 40, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 40, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 50, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[70, 50, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 50, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 50, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 50, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 50, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 50, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 50, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 50, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 50, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 50, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 60, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[70, 60, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 60, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 60, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 60, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 60, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 60, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 60, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 60, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 60, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 60, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 70, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[70, 70, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 70, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 70, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 70, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 70, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 70, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 70, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 70, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
